Accession	Length	Family	species	Genus	Host_range_isolates	Host_range_taxon	Database
uvig_468035	63370	NA	NA	NA	GCA_003478505,GCA_003470215,GCA_003478565,13470_2#55,GCA_003481175,GCA_003481635,GCA_003434235,GCA_003479155,GCA_003481445,GCA_003474775,GCA_003474615,GCA_003481205,GCA_003462235,GCA_003481455,GCA_003481245,GCA_003458765,GCA_003465585,GCA_003462225,GCA_003479105,20287_6#25,21673_4#18,GCA_003468065,GCA_003468965,GCA_003461655,GCA_003481215	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/UBA9502/NA,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Lachnospira/Lachnospira eligens,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_A/GCA_900066745.1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Lachnospira/Lachnospira rogosae,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Fusicatenibacter/Fusicatenibacter saccharivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/TF01-11/TF01-11 sp1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Coprococcus_A/Coprococcus_A catus,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Fusicatenibacter/Fusicatenibacter saccharivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/TF01-11/TF01-11 sp1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Fusicatenibacter/Fusicatenibacter saccharivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_B/Ruminococcus_B faecis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Fusicatenibacter/Fusicatenibacter saccharivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Fusicatenibacter/Fusicatenibacter saccharivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Roseburia/Roseburia hominis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Lachnospira/Lachnospira eligens,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_B/Ruminococcus_B faecis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Fusicatenibacter/Fusicatenibacter saccharivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Coprococcus_A/Coprococcus_A catus,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Coprococcus_A/Coprococcus_A catus,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_B/Ruminococcus_B faecis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_A/GCA_900066745.1	GPD
uvig_479494	41411	Myoviridae	NA	NA	NA	NA	GPD
uvig_589997	43044	Myoviridae	NA	NA	NA	NA	GPD
SRR3234203_141_54406_round1256~1424907	NA	NA	NA	NA	NA	NA	mMGE
uvig_140918	84669	NA	NA	NA	NA	NA	GPD
scaffold14445_1__439839__85309__114980|prophage_in_metagenomic_assembled_contigs,phage_finder,human_gut|MVP_viral_cluster	NA	NA	NA	NA	NA	NA	MVP
k141_218122_round8-12~4148585	NA	NA	NA	NA	NA	NA	mMGE
uvig_129406	35635	NA	NA	NA	GCA_003481115	Firmicutes/Bacilli/Erysipelotrichales/Erysipelatoclostridiaceae/Erysipelatoclostridium/GCF_000752095.2	GPD
uvig_70399	50617	NA	NA	NA	GCA_003470105,GCA_003464475,GCA_003439415,GCA_003472045,GCA_003471825,GCA_003463625,GCA_003437495,12718_7#61,13470_2#67,GCA_003469715	Bacteroidota/Bacteroidia/Bacteroidales/Tannerellaceae/Parabacteroides/Parabacteroides distasonis,Bacteroidota/Bacteroidia/Bacteroidales/Tannerellaceae/Parabacteroides/Parabacteroides distasonis,Bacteroidota/Bacteroidia/Bacteroidales/Tannerellaceae/Parabacteroides/Parabacteroides distasonis,Bacteroidota/Bacteroidia/Bacteroidales/Tannerellaceae/Parabacteroides/Parabacteroides distasonis,Bacteroidota/Bacteroidia/Bacteroidales/Tannerellaceae/Parabacteroides/Parabacteroides distasonis,Bacteroidota/Bacteroidia/Bacteroidales/Tannerellaceae/Parabacteroides/Parabacteroides distasonis,Bacteroidota/Bacteroidia/Bacteroidales/Tannerellaceae/Parabacteroides/Parabacteroides distasonis,Bacteroidota/Bacteroidia/Bacteroidales/Tannerellaceae/Parabacteroides/Parabacteroides distasonis,Bacteroidota/Bacteroidia/Bacteroidales/Tannerellaceae/Parabacteroides/Parabacteroides merdae,Bacteroidota/Bacteroidia/Bacteroidales/Tannerellaceae/Parabacteroides/Parabacteroides distasonis	GPD
scaffold44593_1__27083__3691__26980|prophage_in_metagenomic_assembled_contigs,phage_finder,human_gut|MVP_viral_cluster	NA	NA	NA	NA	NA	NA	MVP
ERR209741_99_20271_round347~4066682	NA	NA	NA	NA	NA	NA	mMGE
k99_212939_round1256~3850452	NA	NA	NA	NA	NA	NA	mMGE
uvig_226449	46733	NA	NA	NA	GCA_003473595,GCA_003461905,GCA_003479545,18048_1#80,18048_2#80,GCA_003479575,GCA_003462265,GCA_003479045,21673_4#29,GCA_003480585	Firmicutes/Bacilli/Erysipelotrichales/Erysipelatoclostridiaceae/Erysipelatoclostridium/GCF_000752095.2,Firmicutes/Bacilli/Erysipelotrichales/Erysipelatoclostridiaceae/Erysipelatoclostridium/GCF_000752095.2,Firmicutes/Bacilli/Erysipelotrichales/Erysipelatoclostridiaceae/Erysipelatoclostridium/GCF_000752095.2,Firmicutes/Bacilli/Erysipelotrichales/Erysipelatoclostridiaceae/Erysipelatoclostridium/GCF_000752095.2,Firmicutes/Bacilli/Erysipelotrichales/Erysipelatoclostridiaceae/Erysipelatoclostridium/GCF_000752095.2,Firmicutes/Bacilli/Erysipelotrichales/Erysipelatoclostridiaceae/Erysipelatoclostridium/GCF_000752095.2,Firmicutes/Bacilli/Erysipelotrichales/Erysipelatoclostridiaceae/Erysipelatoclostridium/GCF_000752095.2,Firmicutes/Bacilli/Erysipelotrichales/Erysipelatoclostridiaceae/Erysipelatoclostridium/GCF_000752095.2,Firmicutes/Bacilli/Erysipelotrichales/Erysipelatoclostridiaceae/Erysipelatoclostridium/GCF_000752095.2,Firmicutes/Bacilli/Erysipelotrichales/Erysipelatoclostridiaceae/Erysipelatoclostridium/GCF_000752095.2	GPD
uvig_284586	27818	NA	NA	NA	GCA_003435675,GCA_003480555,GCA_003481175,GCA_003460955,GCA_003481425,GCA_003481455,GCA_003481245,GCA_003481205	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Fusicatenibacter/Fusicatenibacter saccharivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Fusicatenibacter/Fusicatenibacter saccharivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Fusicatenibacter/Fusicatenibacter saccharivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Fusicatenibacter/Fusicatenibacter saccharivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Fusicatenibacter/Fusicatenibacter saccharivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Fusicatenibacter/Fusicatenibacter saccharivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Fusicatenibacter/Fusicatenibacter saccharivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Fusicatenibacter/Fusicatenibacter saccharivorans	GPD
uvig_466758	51683	NA	NA	NA	GCA_003478405,GCA_003433995	Firmicutes/Clostridia/Oscillospirales/Ruminococcaceae/Faecalibacterium/Faecalibacterium prausnitzii_E,Firmicutes/Clostridia/Oscillospirales/Ruminococcaceae/Faecalibacterium/Faecalibacterium prausnitzii_B	GPD
ERR1190760_119_154339_round8-12~4767462	NA	NA	NA	NA	NA	NA	mMGE
ivig_1047	21794	NA	NA	NA	GCA_003466735,GCA_003465045,GCF_000218425,GCA_003458475	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Dorea/Dorea formicigenerans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Dorea/Dorea formicigenerans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Dorea/Dorea scindens,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Dorea/Dorea formicigenerans	GPD
uvig_596582	42369	NA	NA	NA	GCA_003433995	Firmicutes/Clostridia/Oscillospirales/Ruminococcaceae/Faecalibacterium/Faecalibacterium prausnitzii_B	GPD
uvig_125648	35643	Siphoviridae	NA	NA	NA	NA	GPD
ERR2641233_141_122304_round8-12~135873	NA	NA	NA	NA	NA	NA	mMGE
ivig_3762	46012	NA	NA	NA	GCF_000218405,GCA_003604135,14207_7#48,GCA_003603895	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Eisenbergiella/Eisenbergiella tayi,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Eisenbergiella/Eisenbergiella tayi,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Eisenbergiella/Eisenbergiella tayi,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Eisenbergiella/Eisenbergiella tayi	GPD
uvig_252241	34063	NA	NA	NA	GCA_003463295	Fusobacteriota/Fusobacteriia/Fusobacteriales/Fusobacteriaceae/Fusobacterium_A/Fusobacterium_A ulcerans	GPD
SRR8506036_141_156101_round8-12~3874206	NA	NA	NA	NA	NA	NA	mMGE
uvig_38573	38877	NA	NA	NA	NA	NA	GPD
uvig_492186	51031	NA	NA	NA	GCA_003479245,GCA_003480785,21673_4#53	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A massiliensis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A massiliensis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A massiliensis	GPD
uvig_194580	19716	NA	NA	NA	NA	NA	GPD
scaffold438_3__29550__6059__27917|prophage_in_metagenomic_assembled_contigs,phage_finder,human_gut|MVP_viral_cluster	NA	NA	NA	NA	NA	NA	MVP
uvig_460278	47726	NA	NA	NA	GCA_003473545	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_M/GCA_000431375.1	GPD
uvig_130979	36456	NA	NA	NA	GCA_003470125,GCA_003436675,GCA_003460425,GCA_003474015,GCA_003436025,GCA_003436545,GCA_003471415,GCA_003465135,GCA_003436955,GCF_000154085,GCA_003437825	Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/NA,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum	GPD
uvig_294668	35251	NA	NA	NA	GCF_000154365,14207_6#14,13470_2#84,8080_1#73,GCA_003439835,12718_7#79,12718_7#38,GCF_000233455,GCF_001078445,GCF_001078425,18391_1#2,11861_6#93,GCA_003434745,GCA_003467385	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_M/Clostridium_M bolteae,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_M/Clostridium_M clostridioformis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_M/Clostridium_M clostridioformis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_M/NA,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_M/Clostridium_M bolteae,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_M/Clostridium_M clostridioformis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_M/NA,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_M/Clostridium_M citroniae,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_M/Clostridium_M clostridioformis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_M/Clostridium_M bolteae,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_M/Clostridium_M clostridioformis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_M/Clostridium_M clostridioformis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_M/NA,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_M/NA	GPD
763496533-stool1_revised_scaffold53776_1__36984__610__36983|prophage_in_metagenomic_assembled_contigs,phage_finder,human_gut|MVP_viral_cluster	NA	NA	NA	NA	NA	NA	MVP
uvig_238608	18808	Podoviridae	NA	NA	GCA_003467515,GCA_003472575,GCA_003436675,GCA_003468555,GCA_003467065,GCA_003436955,GCA_003472545,GCA_003465065,GCA_003471505,GCA_003464925,GCA_003465385	Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum	GPD
uvig_325396	61446	NA	NA	NA	GCA_003460155,GCA_003471045,GCA_003467725,GCA_003469095,GCA_003459595	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Roseburia/Roseburia intestinalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Roseburia/Roseburia intestinalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis	GPD
uvig_160666	46649	NA	NA	NA	8080_1#84	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Dorea/Dorea scindens	GPD
uvig_211720	30075	NA	NA	NA	GCF_000154505,8080_1#84,GCF_000218425	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Dorea/Dorea scindens,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Dorea/Dorea scindens,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Dorea/Dorea scindens	GPD
uvig_141121	58645	NA	NA	NA	13414_6#54	Firmicutes/Clostridia/Oscillospirales/Ruminococcaceae/Faecalibacterium/Faecalibacterium prausnitzii_D	GPD
ivig_3985	36399	NA	NA	NA	20287_6#15,GCA_003458475,GCA_003467175,GCA_003466265,GCA_003437485,GCA_003436235,13470_2#87	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Dorea/Dorea formicigenerans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Dorea/Dorea formicigenerans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Dorea/Dorea formicigenerans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Dorea/Dorea formicigenerans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Dorea/Dorea formicigenerans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Dorea/Dorea formicigenerans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Dorea/Dorea formicigenerans	GPD
uvig_212166	70174	NA	NA	NA	GCA_003474785,GCA_003463405,GCA_003462805,GCA_003469405,GCA_003464465,GCA_003467205	Bacteroidota/Bacteroidia/Bacteroidales/Marinifilaceae/Odoribacter/Odoribacter splanchnicus,Bacteroidota/Bacteroidia/Bacteroidales/Marinifilaceae/Odoribacter/Odoribacter splanchnicus,Bacteroidota/Bacteroidia/Bacteroidales/Marinifilaceae/Odoribacter/Odoribacter splanchnicus,Bacteroidota/Bacteroidia/Bacteroidales/Marinifilaceae/Odoribacter/Odoribacter splanchnicus,Bacteroidota/Bacteroidia/Bacteroidales/Marinifilaceae/Odoribacter/Odoribacter splanchnicus,Bacteroidota/Bacteroidia/Bacteroidales/Marinifilaceae/Odoribacter/Odoribacter splanchnicus	GPD
SRR5091460_141_68894_round347~3175485	NA	NA	NA	NA	NA	NA	mMGE
uvig_456258	37123	Siphoviridae	NA	NA	NA	NA	GPD
k141_108531_round14~1937478	NA	NA	NA	NA	NA	NA	mMGE
k141_80069_round13~5255125	NA	NA	NA	NA	NA	NA	mMGE
uvig_245055	36998	NA	NA	NA	GCA_003435905,GCA_003473595,GCA_003479485	Firmicutes/Bacilli/Erysipelotrichales/Erysipelatoclostridiaceae/Erysipelatoclostridium/GCF_000752095.2,Firmicutes/Bacilli/Erysipelotrichales/Erysipelatoclostridiaceae/Erysipelatoclostridium/GCF_000752095.2,Firmicutes/Bacilli/Erysipelotrichales/Erysipelatoclostridiaceae/Erysipelatoclostridium/GCF_000752095.2	GPD
SRR5106287_141_65052_round347~4727562	NA	NA	NA	NA	NA	NA	mMGE
k141_47869_round1256~5203713	NA	NA	NA	NA	NA	NA	mMGE
ERR1190693_119_90404_round8-12~385264	NA	NA	NA	NA	NA	NA	mMGE
ERR2855942_141_101278_round1256~5401455	NA	NA	NA	NA	NA	NA	mMGE
SRR5650052_119_34296_round347~3069949	NA	NA	NA	NA	NA	NA	mMGE
uvig_424708	62915	NA	NA	NA	GCA_003435895	Bacteroidota/Bacteroidia/Bacteroidales/Bacteroidaceae/Bacteroides_B/Bacteroides_B massiliensis	GPD
ERR260145_119_45755_round347~138773	NA	NA	NA	NA	NA	NA	mMGE
uvig_112347	23969	NA	NA	NA	GCA_003471445,GCA_003465185,GCF_001182045,GCA_003464235	Proteobacteria/Gammaproteobacteria/Betaproteobacteriales/Burkholderiaceae/Dakarella/NA,Proteobacteria/Gammaproteobacteria/Betaproteobacteriales/Burkholderiaceae/Dakarella/NA,Proteobacteria/Gammaproteobacteria/Betaproteobacteriales/Burkholderiaceae/Dakarella/Dakarella massiliensis,Proteobacteria/Gammaproteobacteria/Betaproteobacteriales/Burkholderiaceae/Dakarella/NA	GPD
uvig_389082	43195	NA	NA	NA	NA	NA	GPD
uvig_280893	29118	NA	NA	NA	NA	NA	GPD
uvig_362475	10785	NA	NA	NA	NA	NA	GPD
k141_117740_round13~6478582	NA	NA	NA	NA	NA	NA	mMGE
k141_7334_round13~8730599	NA	NA	NA	NA	NA	NA	mMGE
SRR10121618_141_252740_round1256~1839411	NA	NA	NA	NA	NA	NA	mMGE
acc|GENBANK|MK231430.1|Uncultured							
uvig_564572	40413	NA	NA	NA	GCF_000185525	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Anaerostipes/Anaerostipes hadrus	GPD
SRR10479847_141_56159_round347~574128	NA	NA	NA	NA	NA	NA	mMGE
SRR5935952_119_4801_round347~414953	NA	NA	NA	NA	NA	NA	mMGE
uvig_557630	54659	NA	NA	NA	GCA_003481045,21673_4#53,GCA_003477525,18048_2#88,13414_6#32,14207_7#35,GCA_003471165,GCA_003478605,21673_4#19	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A wexlerae,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A massiliensis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/NA,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/GCA_900066085.1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/GCA_900066085.1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A massiliensis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/NA,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/NA,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/GCA_000436615.1	GPD
k141_41080_round1256~3813536	NA	NA	NA	NA	NA	NA	mMGE
uvig_326683	26756	NA	NA	NA	NA	NA	GPD
uvig_143819	67576	NA	NA	NA	GCA_003480245,GCA_003482095,GCA_003482385,GCA_003479185,GCA_003479155,GCF_000466565,GCA_003480845	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Fusicatenibacter/Fusicatenibacter saccharivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Fusicatenibacter/Fusicatenibacter saccharivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Fusicatenibacter/Fusicatenibacter saccharivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Fusicatenibacter/Fusicatenibacter saccharivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Fusicatenibacter/Fusicatenibacter saccharivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A massiliensis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Fusicatenibacter/Fusicatenibacter saccharivorans	GPD
uvig_147260	13510	Podoviridae	NA	NA	NA	NA	GPD
k99_59179_round8-12~2473152	NA	NA	NA	NA	NA	NA	mMGE
uvig_311476	23424	NA	NA	NA	GCA_003465745,GCA_003472405,GCA_003467755,GCA_003463505,GCA_003472575,GCA_003463455,GCF_000156635,GCA_003467785,GCA_003458335,GCA_003474015,GCA_003437105,GCA_003463425,GCF_001025155,GCA_003463265,GCA_003457975,GCA_003436955,GCA_003472545,GCA_003473205,GCA_003459475	Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium longum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium longum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium angulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium longum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium longum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium angulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium longum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium longum,Actinobacteriota/Actinobacteria/Actinomycetales/Bifidobacteriaceae/Bifidobacterium/Bifidobacterium pseudocatenulatum	GPD
SRR10479817_141_158755_round347~4185769	NA	NA	NA	NA	NA	NA	mMGE
uvig_460138	36400	NA	NA	NA	GCA_003477655	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/CAG-24/CAG-24 sp1	GPD
uvig_133573	21232	NA	NA	NA	NA	NA	GPD
uvig_178813	24170	NA	NA	NA	NA	NA	GPD
uvig_311878	61639	NA	NA	NA	GCA_003465585,GCA_003460195,GCA_003470215	Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Lachnospira/Lachnospira eligens,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Lachnospira/Lachnospira eligens,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Lachnospira/Lachnospira eligens	GPD
k141_1223_round8-12~708397	NA	NA	NA	NA	NA	NA	mMGE
k141_147431_round13~106459	NA	NA	NA	NA	NA	NA	mMGE
SRR341719_99_80687_round347~3608971	NA	NA	NA	NA	NA	NA	mMGE
ERR1190545_119_145831_round8-12~2227640	NA	NA	NA	NA	NA	NA	mMGE
uvig_394596	43185	NA	NA	NA	NA	NA	GPD
